question_idx,question,gold_answer,predicted_answer,em,f1,qa_confidence,top_passage_id,n_gold_passages,hit@1,passage_recall@1,hit@3,passage_recall@3,hit@5,passage_recall@5,hit@10,passage_recall@10,hit@20,passage_recall@20
153,How many of Ron Hutchinson's teams won League Championships while he was on them?,"Of the six hockey teams that Hutchinson played on during his career, two, the Flin Flon Bombers and the Vancouver Canucks, took home League Championships during his time on the roster. ",42,0.0,0.0,0.6326502561569214,7893,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,What Pink Floyd album came out the year Pablo Picasso died?,Dark Side of the Moon,,0.0,0.0,0.9215385317802429,88691,162,0.0,0.0,1.0,0.012345679012345678,1.0,0.024691358024691357,1.0,0.04938271604938271,1.0,0.07407407407407407
155,"As of August 1 2024, what books has the author of the Harry Potter series written under an alias?","The Cuckoo's Calling, The Silkworm, Career of Evil, Lethal White, Troubled Blood, The Ink Black Heart, The Running Grave ","As of August 1 2024, what books has the author of the Harry Potter series written under an alias? Rowling has enjoyed enormous commercial success as an author. Her Harry Potter series topped bestseller lists, spawned a global media franchise including films and video games, and had been translated into 84 languages by 2023. The first three Harry Potter books occupied the top three spots of The New York Times bestseller list for more than a year ; they were then moved to a newly created children ' s list. The final four books each set records as the fastest - selling books in the UK or US, and the series as a whole had sold more than 600 million copies as of 2023. adapted the original seven books into an eight - part namesake film series. In 2016, the total value of the Harry Potter franchise was estimated at $ 25 billion, making it one of the highest - grossing media franchises of all time. Harry Potter and the Cursed Child",0.0,0.012499999999999999,0.866115003824234,52172,192,1.0,0.005208333333333333,1.0,0.010416666666666666,1.0,0.020833333333333332,1.0,0.036458333333333336,1.0,0.0625
156,What football team did Travis Kelce play for the year Taylor Swift's VMA acceptance speech was interrupted by Kanye West?,The University of Cincinnati Bearcats,American,0.0,0.0,0.5064958781003952,23092,166,0.0,0.0,1.0,0.006024096385542169,1.0,0.018072289156626505,1.0,0.03614457831325301,1.0,0.05421686746987952
157,What horror movie remake did the director who was the first to attempt and failed to make Brokeback Mountian into a film direct in the 90's?,Psycho,The Exorcist,0.0,0.0,0.9675362408161163,88311,124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008064516129032258,1.0,0.024193548387096774
158,"As of 2024, how many total Academy award nominations has the the man who won the Academy award for best actor one year before 1999 received?",12,2,0.0,0.0,0.8264306783676147,53501,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"What is the difference between the fastest recorded swimming speed of a fish, and the fastest record for swimming the 50m freestyle in the 2020 Tokyo Olympics in meters per second?",34.30 m/s,,0.0,0.0,0.9719409048557281,39820,8,0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.25,1.0,0.375
160,How many years separate the birth of Alexander Graham Bell and the birth of Charles Dickens?,35,,0.0,0.0,0.9599810838699341,51616,239,1.0,0.0041841004184100415,1.0,0.012552301255230125,1.0,0.02092050209205021,1.0,0.03765690376569038,1.0,0.06694560669456066
161,Stamatios Krimigis was named after an asteroid by the IAU. The observing site that found this asteroid is part of a large observatory known for discovering a planet. What is the difference in years between the discovery of this asteroid and the discovery of the planet?,49 years,,0.0,0.0,0.9795707762241364,10972,105,0.0,0.0,1.0,0.009523809523809525,1.0,0.009523809523809525,1.0,0.0380952380952381,1.0,0.0761904761904762
162,What two buildings can be said to have introduced the onset of the architectural style of Big Ben in London?,Dromore Cathedral and The Great Hall of Lambeth Palace,,0.0,0.0,0.6225057244300842,50056,133,1.0,0.007518796992481203,1.0,0.015037593984962405,1.0,0.015037593984962405,1.0,0.03759398496240601,1.0,0.06015037593984962
163,How many years after Ghengis Khan died did World War II begin?,712 years,,0.0,0.0,0.976496547460556,87615,237,0.0,0.0,1.0,0.004219409282700422,1.0,0.004219409282700422,1.0,0.004219409282700422,1.0,0.004219409282700422
164,"Among the singers in the 1985 version of ""That's What Friends Are For,"" which one was born in the Peach State?",Gladys Knight,,0.0,0.0,0.9786164462566376,74538,444,1.0,0.0022522522522522522,1.0,0.0045045045045045045,1.0,0.0045045045045045045,1.0,0.013513513513513514,1.0,0.018018018018018018
165,On what station did the television show that started in 1993 and had a star who shared a name with the third wife of King Henry VIII first run?,CBS,,0.0,0.0,0.6591682136058807,77941,105,1.0,0.009523809523809525,1.0,0.009523809523809525,1.0,0.009523809523809525,1.0,0.009523809523809525,1.0,0.01904761904761905
166,"As of January 1, 2024, are any members of Vampire Weekend  Capricorn? If no, what are their signs? ","No. Ezra Koenig is Aries, Chris Baio is Scorpio, and Chris Tomson is Pisces.",,0.0,0.0,0.9549725949764252,8952,113,1.0,0.008849557522123894,1.0,0.02654867256637168,1.0,0.04424778761061947,1.0,0.08849557522123894,1.0,0.10619469026548672
167,"Who is married to the actor who plays Imdad Khan in the film version of The Wonderful Story of Henry Sugar, as of August 1, 2024 ?",Daniela Lavender,,0.0,0.0,0.9857026040554047,76443,46,1.0,0.021739130434782608,1.0,0.06521739130434782,1.0,0.10869565217391304,1.0,0.1956521739130435,1.0,0.2608695652173913
168,"What is the difference in mean flow rate (in cubic feet per second) between the River Avon at Great Somerford and its tributary, the River Marden?",75.5 cubic ft/s,43,0.0,0.0,0.699908435344696,34101,47,1.0,0.02127659574468085,1.0,0.06382978723404255,1.0,0.0851063829787234,1.0,0.1702127659574468,1.0,0.2765957446808511
169,"I am thinking of a country. A former member of Swedish Parliament during 2002 – 2006 was born there. English is the official language but many other languages are spoken there. The Trans–West African Coastal Highway passes through this country. In June 2020, Democratic Party leaders in the United States caused controversy by wearing stoles made of cloth from this country. ",Ghana,,0.0,0.0,0.9732627272605896,59451,40,1.0,0.025,1.0,0.05,1.0,0.1,1.0,0.125,1.0,0.125
170,"Which film, based loosely on the story of Frederick 'Fritz' Niland, won the Golden Globe for best drama at the 56th Golden Globes in 1999?","Saving Private Ryan was loosely based on the story of Frederick 'Fritz' Niland, and won the Golden Globe for best drama at the 56th Golden Globes in 1999.",,0.0,0.0,0.5224696397781372,53757,109,0.0,0.0,0.0,0.0,1.0,0.009174311926605505,1.0,0.01834862385321101,1.0,0.01834862385321101
171,Which player scored 20 goals in the English Premier League in the 2006-2007 season and won 'Chelsea Players Player of the Year' award in 2007?,Didier Drogba scored 20 goals in the the 2006-2007 English Premier League season and won the  'Chelsea Players Player of the Year' award in 2007.,,0.0,0.0,0.6451796889305115,36066,102,0.0,0.0,1.0,0.00980392156862745,1.0,0.00980392156862745,1.0,0.029411764705882353,1.0,0.058823529411764705
172,"Which Northern Irish footballer who started in the 90s played for 9 English clubs, 8 of which were FA Cup winners?",Keith Gillespie,Keith Robert Gillespie,0.0,0.8,0.9884597957134247,58571,607,1.0,0.0016474464579901153,1.0,0.004942339373970346,1.0,0.006589785831960461,1.0,0.013179571663920923,1.0,0.016474464579901153
173,"In roman numerals, how many nations competed in the Olympic Games where the most gold medals was won by an athlete at a single Olympic Games, as of 1st July 2024?",CCIV,,0.0,0.0,0.9041920006275177,74844,60,1.0,0.016666666666666666,1.0,0.016666666666666666,1.0,0.016666666666666666,1.0,0.05,1.0,0.05
174,"Which jetliner first flown on June 12th, 1994 is also widely used, as of August 3, 2024, by an airline using the ICE system for entertainment on board?","The Boeing 777 was first flown on the 12th of June, 1994 and is widely used by Emirates, which uses the ICE system on board.",,0.0,0.0,0.5367299020290375,19904,174,1.0,0.005747126436781609,1.0,0.011494252873563218,1.0,0.022988505747126436,1.0,0.028735632183908046,1.0,0.04597701149425287
175,"If Andrew Fluegelman's suggested donation for his freeware program were paid at a rate of 1 per every day, how much money would he have made during his fast?","$1,225",,0.0,0.0,0.9447504281997681,67252,13,1.0,0.07692307692307693,1.0,0.15384615384615385,1.0,0.15384615384615385,1.0,0.23076923076923078,1.0,0.3076923076923077
176,"For the year 2020, what was the difference in total fertility rate (TFR) for East Timor and Japan?",1.92,1. 20,0.0,0.0,0.6761099398136139,30102,67,1.0,0.014925373134328358,1.0,0.04477611940298507,1.0,0.04477611940298507,1.0,0.07462686567164178,1.0,0.07462686567164178
177,"As of August 1, 2024, if you add together the age of Ana Ollo Hualde and the age of the country of Israel what number do you get when you subtract 35 from your answer?",100 (59 + 76) - 35,35,0.0,0.4,0.9619773328304291,61469,152,1.0,0.006578947368421052,1.0,0.006578947368421052,1.0,0.006578947368421052,1.0,0.006578947368421052,1.0,0.006578947368421052
178,"I'm trying to show my daughter some of the movies I grew up with. There's one a really want to show her but I can't remember the name of it. I remember that the male lead also played Fred in a live action Scooby Doo movie and the main girl was in this crazy anti-drug commercial in the 90s where she used a pan to destroy a bunch of things in a kitchen and said ""This is your brain on drugs..."". The movie is about a guy who makes a bet with his friend that he can turn an unpopular girl into prom queen. Can you tell me the name of the film?",*She's All That*,,0.0,0.0,0.9828777313232422,50597,101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009900990099009901,1.0,0.019801980198019802
179,"Which major city in Europe can be reached from New York City, if you use the total distance calculated through GPA coordinates (give or take 18 miles) from West Quoddy Light in Maine to Cape Sarichef Light in Alaska?","Prague, Czech Republic",,0.0,0.0,0.952200710773468,25185,88,1.0,0.011363636363636364,1.0,0.03409090909090909,1.0,0.056818181818181816,1.0,0.06818181818181818,1.0,0.09090909090909091
180,When did the actress with multiple sclerosis who starred in the comedy about killing her husband receive a star on the Hollywood Walk of Fame?,"November 14, 2022","November 14, 2022",1.0,1.0,0.7037283480167389,88280,40,1.0,0.025,1.0,0.025,1.0,0.025,1.0,0.025,1.0,0.025
181,What is so distinctive about the label design of an Australian record label which was purchased in 1960 by another record label which produced the debut album for The Clash?,The octagonal shape,octagonal label,0.0,0.5,0.6737423241138458,68415,212,1.0,0.0047169811320754715,1.0,0.0047169811320754715,1.0,0.0047169811320754715,1.0,0.009433962264150943,1.0,0.009433962264150943
182,"Concerning the 2007 book by Sofi Oksanen, the novel was described as ""not shrink from depicting rape, torture or murder."" In what year was the publication that quoted this founded?",1872,,0.0,0.0,0.9004314541816711,36590,39,1.0,0.02564102564102564,1.0,0.07692307692307693,1.0,0.10256410256410256,1.0,0.15384615384615385,1.0,0.15384615384615385
183,"How many months, rounded to the nearest whole number, did it take to construct the tallest building in the world as of January 1, 2024?",69,,0.0,0.0,0.8661925792694092,77303,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Which player that scored more than 20 goals in the 2020-2021 Bundesliga season went on to play for a Red Bull owned club, as of August 1, 2024?",Andre Silva went on to play for RB Leipzig.,,0.0,0.0,0.9524665176868439,36389,195,1.0,0.005128205128205128,1.0,0.015384615384615385,1.0,0.02564102564102564,1.0,0.046153846153846156,1.0,0.07692307692307693
185,What actor who starred in the People's Choice Award for Favorite Comedic Movie 1993 later became a U.S. President?,"The actor who starred in the People's Choice Award for Favorite Comedic Movie in 1993 who later became the 45th President of the United States, Donald Trump. ",,0.0,0.0,0.8968912363052368,82712,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"If you divide the number of Papuan tribes in the Sarmi and Keerom Regencies of Papua province in Indonesia as of 2024 by the number of indigenous tribes in Brazil whose names, as they are typically written, begin with letters W, X, Y, or Z as of 2024, what is the answer to the fifth decimal place, rounding up?",1.82143,,0.0,0.0,0.9129962921142578,84643,24,1.0,0.041666666666666664,1.0,0.08333333333333333,1.0,0.125,1.0,0.20833333333333334,1.0,0.20833333333333334
187,What member of the 1992 Unified Olympic women's gymnastics team scored a 9.975 in the qualifier for floor and competed under three different flags in her Olympic career?,Svetlana Boginskaya,,0.0,0.0,0.9609474837779999,24827,11,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.18181818181818182,1.0,0.2727272727272727,1.0,0.36363636363636365
188,"In the country where Haribomo is located, what is the largest ethnic group as of August 3, 2024?",Harimbo is located in Mali where the Bambara are the largest ethnic group.,,0.0,0.0,0.958809494972229,91442,94,1.0,0.010638297872340425,1.0,0.010638297872340425,1.0,0.010638297872340425,1.0,0.010638297872340425,1.0,0.031914893617021274
189,What was the first elected position of the official that was in the office before Steven C. Johnson became the 42nd Kansas State Treasurer?,Wichita School Board member,,0.0,0.0,0.9743472039699554,25300,8,1.0,0.125,1.0,0.25,1.0,0.25,1.0,0.375,1.0,0.5
190,As of 1st june 2024 Which Jonas brother has a wife who narrated a nature documentary released under the Disneynature label?,Nick,,0.0,0.0,0.6542881429195404,72608,248,1.0,0.004032258064516129,1.0,0.012096774193548387,1.0,0.020161290322580645,1.0,0.04032258064516129,1.0,0.07661290322580645
191,"I'm thinking of a famous house, can you tell me which one from these clues?  * The author of a philosophical work whose frontispiece was designed by Abraham Bosse spent time here. * The son of Francis Talbot and Mary Dacre used this house as a royal jail.  ",Chatsworth House,,0.0,0.0,0.9135670959949493,35761,242,1.0,0.004132231404958678,1.0,0.004132231404958678,1.0,0.004132231404958678,1.0,0.01652892561983471,1.0,0.01652892561983471
192,"Out of all of the sovereign states with U.N. membership as of January 1, 2024, that recognize Abkhazia as a sovereign state, how many of them have active volcanoes?","3, Russia, Nicaragua, and Syria.",Four,0.0,0.0,0.43628865480422974,64266,8,0.0,0.0,1.0,0.125,1.0,0.25,1.0,0.375,1.0,0.5
193,Do the timelines in the stories of Nier: Automata and Nier Replicant intersect?,"No, they do not intersect.",,0.0,0.0,0.9773865044116974,716,109,1.0,0.009174311926605505,1.0,0.027522935779816515,1.0,0.045871559633027525,1.0,0.09174311926605505,1.0,0.1834862385321101
194,"As of August 3, 2024, what is the capital of the 7th largest country in Asia?",The capital of the 7th largest country in Asia is Ulaanbaatar,Islamabad,0.0,0.0,0.73028963804245,11166,92,0.0,0.0,1.0,0.010869565217391304,1.0,0.021739130434782608,1.0,0.021739130434782608,1.0,0.03260869565217391
195,"As of August 3, 2024, what is the biggest religion in the country who has the best democracy in 2023, according to the democracy index?",The Evangelical Lutheran Church of Norway,,0.0,0.0,0.964366227388382,47072,166,0.0,0.0,1.0,0.012048192771084338,1.0,0.012048192771084338,1.0,0.024096385542168676,1.0,0.03614457831325301
196,"Ben Darwin, former Australian rugby union footballer, graduated from the Australian Institute of Sport (AIS). How many years after Darwin's birth was the headquarters for the AIS opened? Ignore the month either event occurred.",5,,0.0,0.0,0.948568195104599,5311,25,1.0,0.04,1.0,0.12,1.0,0.16,1.0,0.36,1.0,0.6
197,"What city does the band whose song spent the most weeks at No. 1 on the Billboard Hot Rock & Alternative Songs chart as of August 1, 2024 originate from?","Las Vegas, Nevada",,0.0,0.0,0.9936127960681915,84770,73,1.0,0.0136986301369863,1.0,0.0410958904109589,1.0,0.0547945205479452,1.0,0.0684931506849315,1.0,0.0821917808219178
198,Why didn't Harvard have calculus classes when it first opened?,Calculus was not invented yet.,,0.0,0.0,0.9809403121471405,34054,123,0.0,0.0,1.0,0.008130081300813009,1.0,0.008130081300813009,1.0,0.016260162601626018,1.0,0.024390243902439025
199,Which Lord of Montpellier had a child named Tortoseta?,William VIII of Montpellier,William VIII,0.0,0.6666666666666666,0.8381038904190063,83045,43,1.0,0.023255813953488372,1.0,0.06976744186046512,1.0,0.11627906976744186,1.0,0.23255813953488372,1.0,0.46511627906976744
200,"As of August 3rd 2024, how many Emmy Award nominations does the main cast member that was introduced in Season 2 of It's Always Sunny in Philadelphia have?",5,305,0.0,0.0,0.9010968506336212,94435,90,1.0,0.011111111111111112,1.0,0.022222222222222223,1.0,0.044444444444444446,1.0,0.05555555555555555,1.0,0.06666666666666667
201,What is the atomic number in roman numerals for the element that has the same symbol as the first two letters of the 23rd most populous city (as of 2024) of the country represented between Italy and China at the World Showcase in Epcot?,LXXIX,,0.0,0.0,0.9238161742687225,73014,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007194244604316547,1.0,0.02158273381294964
202,"The National Peace Corps Association was founded in 1979 by a United States politician. This founder then appointed the very first director of the Peace Corps, his brother-in-law. What is the first name of this director?",Robert,,0.0,0.0,0.8684244155883789,78756,204,1.0,0.004901960784313725,1.0,0.014705882352941176,1.0,0.024509803921568627,1.0,0.049019607843137254,1.0,0.06862745098039216
203,"As of August 3, 2024, what is the hometown of the captain of the team that won the Stanley Cup three years before 2017?","Manhattan Beach,  CA",Florida Panthers,0.0,0.0,0.6267758309841156,40193,58,0.0,0.0,0.0,0.0,1.0,0.017241379310344827,1.0,0.017241379310344827,1.0,0.034482758620689655
204,"Tell me the names of the two famous people I'm thinking of by using the following clues:  They both have the initials M.T. Both were known by nicknames that included the word ""Iron"" One became the world champion in his sport while the other was her country's political leader",Mike Tyson and Margaret Thatcher,,0.0,0.0,0.9650957584381104,74760,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004329004329004329
205,"If we added the sum of all ages as of 2010 (assuming they were still alive) of the inventors of the cotton gin, vacuum pump, and commercial toilet paper (ignoring the month) and then subtracted the ages of the inventors of the safety pin and the sewing machine what number would we have?",622,,0.0,0.0,0.9820269346237183,33918,67,1.0,0.014925373134328358,1.0,0.029850746268656716,1.0,0.05970149253731343,1.0,0.1044776119402985,1.0,0.16417910447761194
206,"What are the combined ages of the Guildford 4 at the time of their trial, divided by the number of the Birmingham 6 who were originally from the capital of Northern Ireland? Round it and provide the answer in binary.",10001,,0.0,0.0,0.9618374109268188,59404,186,1.0,0.005376344086021506,1.0,0.010752688172043012,1.0,0.016129032258064516,1.0,0.03763440860215054,1.0,0.06989247311827956
207,Who was the King of Siam during the 6th deadliest single-day terrorist attack in U.S. history?,King Prajadhipok,,0.0,0.0,0.9649858176708221,33661,148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013513513513513514,1.0,0.013513513513513514
208,"Roberto Álamo starred in a film with Inma Cuesta, I think it was released in 2021 but I can't remember the name.  What was the movie called and who did he play?",El páramo / The Wasteland.  He played Salvador.,Asier Flores,0.0,0.0,0.7935750186443329,88635,19,1.0,0.05263157894736842,1.0,0.10526315789473684,1.0,0.15789473684210525,1.0,0.2631578947368421,1.0,0.2631578947368421
209,"What was the age difference, in years, between the seventh former President of Murray State University and the comic book artist who worked on *Superman & Bugs Bunny* and *New Guardians* when the comic book artist graduated from college?",7 years,,0.0,0.0,0.9901911914348602,20973,83,1.0,0.012048192771084338,1.0,0.024096385542168676,1.0,0.024096385542168676,1.0,0.03614457831325301,1.0,0.04819277108433735
210,"Of the top 3 women's WTA singles ranking as of 29th July 2024, which has a father who was an ice hockey player?",Aryna Sablenka,,0.0,0.0,0.7249434292316437,43444,255,1.0,0.00392156862745098,1.0,0.00784313725490196,1.0,0.011764705882352941,1.0,0.023529411764705882,1.0,0.027450980392156862
211,How many times could Usain Bolt span the length of a standard Olympic-sized swimming pool if Tom Daley was standing on his head? Please answer to a whole Usain or Tom without exceeding the length of the pool.,13,,0.0,0.0,0.9812493622303009,63381,183,1.0,0.00546448087431694,1.0,0.01639344262295082,1.0,0.02185792349726776,1.0,0.04918032786885246,1.0,0.07103825136612021
212,Who was Prime Minister when Will Young won Pop Idol?,Tony Blair,Keir Starmer,0.0,0.0,0.6437987089157104,50520,26,1.0,0.038461538461538464,1.0,0.07692307692307693,1.0,0.11538461538461539,1.0,0.15384615384615385,1.0,0.2692307692307692
213,"I'm thinking of a diving duck, the largest found in North America, that breeds in the Prairie Pothole Region. This duck, smothered in blackcurrant sauce, was once described by Edith Wharton as an ""especially luxurious dinner"" which was served in New York City in the 1870s. Which duck am I thinking of?",The canvasback.,,0.0,0.0,0.7625075578689575,1405,26,1.0,0.038461538461538464,1.0,0.11538461538461539,1.0,0.15384615384615385,1.0,0.23076923076923078,1.0,0.2692307692307692
214,"I'm thinking of an Actor that won an Oscar for Best Supporting Actor two years after being nominated for the same award, but not winning.  The same year that the actor won the Oscar, the Actor also won a BAFTA in the same category and for the same film.  The Actor also won a Tony award in 1974.  ",Christopher Plummer,,0.0,0.0,0.9797065556049347,19769,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19047619047619047
215,"In the George Eliot novel described by Virginia Woolf as ""one of the few English novels written for grown-up people"", one of the main characters shares a first name with a former prime minister of Burkino Faso who went on the join the board of a Canadian mining company. What forename do they share?",Tertius,Middlemarch,0.0,0.0,0.42684055864810944,26383,103,1.0,0.009708737864077669,1.0,0.02912621359223301,1.0,0.02912621359223301,1.0,0.04854368932038835,1.0,0.07766990291262135
216,What is the population of the town (as of December 2020) that holds the Mountain Cheese Olympics?,5793,,0.0,0.0,0.9407983720302582,5106,38,1.0,0.02631578947368421,1.0,0.07894736842105263,1.0,0.10526315789473684,1.0,0.13157894736842105,1.0,0.15789473684210525
217,How old would James Logan have been when the estate of his descendent donated Neshaminy State Park land to the Commonwealth of Pennsylvania?,282 years,1956,0.0,0.0,0.9916210472583771,31363,28,1.0,0.03571428571428571,1.0,0.10714285714285714,1.0,0.14285714285714285,1.0,0.32142857142857145,1.0,0.4642857142857143
218,Is the time between Oasis's first album and 2024 shorter or longer than between Oasis's first album and The Beatles' last album?,Longer.,,0.0,0.0,0.9647136330604553,74738,240,1.0,0.004166666666666667,1.0,0.0125,1.0,0.020833333333333332,1.0,0.041666666666666664,1.0,0.07916666666666666
219,Ysaires Restituyo was a volleyball player known for playing in the NORCECA Beach Volleyball Circuit. How much older was her partner in 2007 than her partner in 2009?,2 years,,0.0,0.0,0.747384250164032,30205,4,1.0,0.25,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75
220,"Demi Moore shares a birthday with which costar from the movies ""Margin Call"" and ""Deconstructing Harry""?",Stanley Tucci,,0.0,0.0,0.8714197874069214,30583,125,1.0,0.008,1.0,0.024,1.0,0.04,1.0,0.08,1.0,0.128
221,If the Great North Run took place on York's Medieval Walls how many circuits of them would the athletes run? Round to the nearest tenth of a circuit.,6.2 circuits.,,0.0,0.0,0.912422239780426,2182,52,1.0,0.019230769230769232,1.0,0.038461538461538464,1.0,0.07692307692307693,1.0,0.1346153846153846,1.0,0.15384615384615385
222,What was the 2021 population of the birthplace of the leader of the party that won the 1869 Newfoundland general election?,"9,162 was the population of Shaftesbury (the birthplace of Charles Fox Bennett) in the 2021 census.",,0.0,0.0,0.7441054582595825,36450,41,1.0,0.024390243902439025,1.0,0.024390243902439025,1.0,0.024390243902439025,1.0,0.04878048780487805,1.0,0.04878048780487805
223,"After Meat Loaf legally changed his name due to a commercial, what was the first new brand launched by the company to whom the commercial belonged?",Dockers,Levi Strauss & Co,0.0,0.0,0.5736636817455292,75888,94,1.0,0.010638297872340425,1.0,0.031914893617021274,1.0,0.05319148936170213,1.0,0.10638297872340426,1.0,0.14893617021276595
224,"I'm a concert venue in Washington, D.C. Blink-182 played here on their tour the same year Brazil won their fifth FIFA World Cup. What was my name in 2010?",Verizon Center,,0.0,0.0,0.9493319690227509,34085,167,1.0,0.005988023952095809,1.0,0.011976047904191617,1.0,0.017964071856287425,1.0,0.023952095808383235,1.0,0.04790419161676647
225,Which prime minister has been in office between 2017 and 2022 and also shares their middle name with a former monarch of Scotland.,Theresa (Mary) May,,0.0,0.0,0.973258376121521,93462,476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"Who were the first two women who won the Nobel Prize, in any category, who were also mothers?",Marie Curie and Grazia Deledda,,0.0,0.0,0.6846186816692352,47960,117,0.0,0.0,1.0,0.008547008547008548,1.0,0.017094017094017096,1.0,0.03418803418803419,1.0,0.05128205128205128
227,"Of the non-Americans who have won the Phoenix Open as of 2024, who was the youngest at the time of his win?",Hideki Matsuyama,John F. Kennedy,0.0,0.0,0.647298276424408,22320,168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005952380952380952,1.0,0.017857142857142856
228,"The US Naval ship that sunk in Havana Harbor on February 15, 1898, is named for a state that was admitted to the Union while what woman was serving as First Lady?",Elizabeth Monroe,USS Maine,0.0,0.0,0.8990905582904816,18223,196,1.0,0.00510204081632653,1.0,0.01020408163265306,1.0,0.02040816326530612,1.0,0.03571428571428571,1.0,0.05102040816326531
229,"As of the 2023 Major League Baseball season, who is the only player in the top 15 lists of career home runs, career runs batted in, and career hits, who was also named (in 2007) the all-time Gold Glove team?",Willie Mays,,0.0,0.0,0.9883256554603577,67070,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.037037037037037035
230,Who had the best career batting average out of every player to hit a home run in the 2002 World Series matchup between the Anaheim Angeles and San Francisco Giants?,Barry Bonds with a .298 lifetime batting average.,Scott Edward Spiezio,0.0,0.0,0.5952311456203461,5110,327,1.0,0.0030581039755351682,1.0,0.009174311926605505,1.0,0.012232415902140673,1.0,0.027522935779816515,1.0,0.05198776758409786
231,"Out of all of the feature-length theatrical films that John Carpenter directed before 2015, which has the longest running time?",Starman (1984),,0.0,0.0,0.9505441188812256,6792,489,0.0,0.0,1.0,0.00408997955010225,1.0,0.00408997955010225,1.0,0.0081799591002045,1.0,0.016359918200409
232,How much taller (in centimetres) is Mark O'Halloran (ex West Tigers rugby league player) than the London Broncos' player with the heritage number 341?,11cm,,0.0,0.0,0.9438374936580658,79740,205,1.0,0.004878048780487805,1.0,0.014634146341463415,1.0,0.01951219512195122,1.0,0.03902439024390244,1.0,0.05853658536585366
233,"This founder of the Academy of Science, St. Louis became established as a botonist for a monograph he did in 1842. What is the scientic name for plant featured in that monograph?",Cuscuta,,0.0,0.0,0.9613818526268005,19393,54,1.0,0.018518518518518517,1.0,0.05555555555555555,1.0,0.07407407407407407,1.0,0.09259259259259259,1.0,0.12962962962962962
234,"Which American actress, born the same year Denzel Washington won his first Best Actor in a Leading Role Academy Award, had a supporting role in the second season of the Netflix series ""You""?",Jenna Ortega,,0.0,0.0,0.7942646145820618,12202,169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005917159763313609,1.0,0.005917159763313609
235,"What is the birthday of the man who produced the pop song named after one of the largest bird in the Procellariiformes species, off the 2024 album The Tortured Poets Department?","Aaron Dessner was born April 23, 1976.",,0.0,0.0,0.9868170320987701,23088,149,1.0,0.006711409395973154,1.0,0.020134228187919462,1.0,0.03355704697986577,1.0,0.040268456375838924,1.0,0.08053691275167785
236,What Jeep model shares its name with the Secret Service codename for a 21st-century US president?,Renegade,What Jeep model shares its name with the Secret Service codename for a 21st - century US president? the Willys Jeep Pickup,0.0,0.0,0.6341180801391602,31190,38,1.0,0.02631578947368421,1.0,0.02631578947368421,1.0,0.02631578947368421,1.0,0.07894736842105263,1.0,0.10526315789473684
237,Who was the Prime Minister of Canada in the year that the 1965 winner of the Best New Artist Grammy Award made their first appearance on US television?,Lester Pearson,,0.0,0.0,0.8200248181819916,59055,186,1.0,0.005376344086021506,1.0,0.005376344086021506,1.0,0.010752688172043012,1.0,0.010752688172043012,1.0,0.021505376344086023
238,"Part of the dynamic duo who broke a record set by Mickey Lolich and Bill Freehan in 1975 for most starts together, this MLB pitcher's battery mate ranked first all-time among catchers in putouts as of 2022. In what year did he (the pitcher)  make his Grand Ole Opry debut?",2024,,0.0,0.0,0.883738785982132,20782,264,1.0,0.003787878787878788,1.0,0.011363636363636364,1.0,0.01893939393939394,1.0,0.03409090909090909,1.0,0.03787878787878788
239,How much time passed between the release of the blockchain platform founded by the individual who resides in the town of the same name as the James Buchanan House and the release of the prior blockchain platform co-founded by the same individual?,"Wheatland, also known as the James Buchanan House, is the same name as the town in Wyoming where Charles Hoskinson resides.  Charles Hoskinson cofounded Ethereum and founded Cardano.  Cardano was released in 2017; Ethereum was released in 2015.  Two years elapsed between the two platforms' releases.",,0.0,0.0,0.9796179533004761,21825,91,1.0,0.01098901098901099,1.0,0.02197802197802198,1.0,0.02197802197802198,1.0,0.03296703296703297,1.0,0.06593406593406594
